Rank,Name,Market Cap,Price,Country,Ticker,Shares
271,Air Products and Chemicals,66209999999.99999,299.0,🇺🇸 USA,APD,221438127.09030098
272,Fidelity National Information Services,66160000000.0,108.66,🇺🇸 USA,FIS,608871709.9208541
273,Xiaomi,66069999999.99999,2.62,🇨🇳 China,XIACF,25217557251.908394
274,Novatek,65900000000.00001,219.22,🇷🇺 Russia,NVTK.VI,300611258.096889
275,Colgate-Palmolive,65680000000.00001,77.93,🇺🇸 USA,CL,842807647.8891313
276,BASF,65550000000.0,71.25,🇩🇪 Germany,BFFAF,920000000.0
277,FedEx,65459999999.99999,246.43,🇺🇸 USA,FDX,265633242.70583934
278,Aon,65430000000.00001,297.0,🇬🇧 UK,AON,220303030.30303034
279,Bank Central Asia,64599999999.99999,0.52,🇮🇩 Indonesia,BBCA.JK,124230769230.76921
280,Daikin,64450000000.0,21.77,🇯🇵 Japan,DKILY,2960496095.5443273
281,Stellantis,64030000000.0,20.4,🇳🇱 Netherlands,STLA,3138725490.196079
282,MercadoLibre,63550000000.0,1285.0,Argentina,MELI,49455252.91828794
283,Fiserv,63450000000.0,96.11,🇺🇸 USA,FISV,660181042.5554053
284,DoorDash,63220000000.0,184.31,🇺🇸 USA,DASH,343009060.8214421
285,Hitachi,62990000000.0,64.0,🇯🇵 Japan,HTHIF,984218750.0
286,Zurich Insurance Group,62700000000.0,422.26,🇨🇭 Switzerland,ZURN.SW,148486714.34661108
287,KLA,62460000000.0,411.98,🇺🇸 USA,KLAC,151609301.42239913
288,Vale,62340000000.0,12.49,🇧🇷 Brazil,VALE,4991192954.363491
289,lululemon athletica,61940000000.0,458.76,🇨🇦 Canada,LULU,135016130.43857354
290,DBS,61610000000.0,23.91,🇸🇬 Singapore,DBSDF,2576746131.325805
291,Zoom,61390000000.0,206.64,🇺🇸 USA,ZM,297086720.8672087
292,Hoya,61320000000.0,166.38,🇯🇵 Japan,HYB.F,368553912.7298954
293,UBS,61060000000.0,17.57,🇨🇭 Switzerland,UBS,3475241889.584519
294,RELX,60870000000.0,31.27,🇬🇧 UK,RELX,1946594179.724976
295,Pernod Ricard,60820000000.0,234.17,🇫🇷 France,RI.PA,259725840.20156297
296,Dominion Energy,60590000000.0,74.82,🇺🇸 USA,D,809810211.1734831
297,MediaTek,60400000000.0,37.97,🇹🇼 Taiwan,2454.TW,1590729523.3078747
298,Infineon,60380000000.0,46.4,🇩🇪 Germany,IFX.DE,1301293103.4482758
299,Adidas,60370000000.0,309.5,🇩🇪 Germany,ADDDF,195056542.81098545
300,Lukoil,60370000000.0,91.79,🇷🇺 Russia,LUKOY,657696916.8754766
301,Marvell Technology Group,60300000000.0,73.22,🇺🇸 USA,MRVL,823545479.3772193
302,Bharti Airtel,59960000000.0,10.2,🇮🇳 India,BHARTIARTL.NS,5878431372.54902
303,Santander,59750000000.0,3.46,🇪🇸 Spain,SAN,17268786127.16763
304,Heineken,59710000000.0,103.72,🇳🇱 Netherlands,HEIA.AS,575684535.287312
305,Walmex,59540000000.0,3.41,🇲🇽 Mexico,WMMVF,17460410557.18475
306,Denso,59540000000.0,75.26,🇯🇵 Japan,DNZOF,791124103.1092213
307,Cloudflare,59410000000.0,184.65,🇺🇸 USA,NET,321743839.6967235
308,Thomson Reuters,59340000000.0,121.47,🇨🇦 Canada,TRI,488515682.88466287
309,Chugai Pharmaceutical,59130000000.0,35.97,🇯🇵 Japan,4519.T,1643869891.5763137
310,State Bank of India,59120000000.0,6.62,🇮🇳 India,SBIN.NS,8930513595.166162
311,Reckitt Benckiser,59080000000.0,82.71,🇬🇧 UK,RBGPF,714302986.3378068
312,Industrial Bank,58980000000.0,2.84,🇨🇳 China,601166.SS,20767605633.80282
313,WuXi AppTec,58950000000.0,19.82,🇨🇳 China,2359.HK,2974268415.741675
314,Westpac Banking,58810000000.0,15.79,🇦🇺 Australia,WBK,3724509183.0272326
315,NXP Semiconductors,58270000000.0,219.12,🇳🇱 Netherlands,NXPI,265927345.74662286
316,Vinci,58170000000.0,101.83,🇫🇷 France,DG.PA,571246194.6381223
317,Public Storage,57930000000.0,330.38,🇺🇸 USA,PSA,175343543.79805073
318,East Money Information,57760000000.0,5.59,🇨🇳 China,300059.SZ,10332737030.41145
319,Bajaj Finance,57720000000.0,95.59,🇮🇳 India,BAJFINANCE.NS,603828852.3904173
320,China Shenhua Energy,57680000000.0,8.35,🇨🇳 China,CSUAY,6907784431.137725
321,Volvo Group,57610000000.0,22.96,🇸🇪 Sweden,VOLVF,2509146341.4634147
322,America Movil,57460000000.0,17.56,🇲🇽 Mexico,AMX,3272209567.198178
323,ING,57330000000.0,14.72,🇳🇱 Netherlands,ING,3894701086.9565215
324,Boston Scientific,57320000000.0,40.23,🇺🇸 USA,BSX,1424807357.6932638
325,Northrop Grumman,57300000000.0,364.21,🇺🇸 USA,NOC,157326816.94626728
326,DexCom,57180000000.0,590.0,🇺🇸 USA,DXCM,96915254.23728813
327,Illumina,57160000000.0,365.74,🇺🇸 USA,ILMN,156285886.14863017
328,China Telecom,56920000000.0,0.34,🇨🇳 China,0728.HK,167411764705.88235
329,Freeport-McMoRan,56800000000.0,38.68,🇺🇸 USA,FCX,1468459152.016546
330,Lonza,56350000000.0,758.72,🇨🇭 Switzerland,LONN.SW,74269822.85955293
331,Emerson,56200000000.0,94.47,🇺🇸 USA,EMR,594897851.1696835
332,Humana,56190000000.0,437.23,🇺🇸 USA,HUM,128513596.96269697
333,Datadog,55980000000.0,179.42,🇺🇸 USA,DDOG,312005350.574072
334,General Dynamics,55920000000.0,200.29,🇺🇸 USA,GD,279195167.00783867
335,ANZ Bank,55860000000.0,19.8,🇦🇺 Australia,ANZ.AX,2821212121.212121
336,Johnson Controls,55780000000.0,79.2,🇮🇪 Ireland,JCI,704292929.2929293
337,Simon Property Group,55540000000.0,169.03,🇺🇸 USA,SPG,328580725.31503284
338,EQT,55390000000.0,56.12,🇸🇪 Sweden,EQT.ST,986992159.657876
339,Progressive,55240000000.0,94.52,🇺🇸 USA,PGR,584426576.3859501
340,WuXi Biologics,54940000000.0,25.89,🇨🇳 China,WXXWY,2122054847.4314406
341,Sika,54880000000.0,387.19,🇨🇭 Switzerland,SIKA.SW,141739197.8098608
342,Oriental Land ,54850000000.0,167.51,🇯🇵 Japan,OLL.F,327443137.72312105
343,Xilinx,54590000000.0,220.25,🇺🇸 USA,XLNX,247854710.55618614
344,Bayer,54470000000.0,55.05,🇩🇪 Germany,BAYZF,989464123.5240691
345,Ping An Bank,54330000000.0,2.8,🇨🇳 China,000001.SZ,19403571428.57143
346,Safran,54270000000.0,127.17,🇫🇷 France,SAFRF,426751592.3566879
347,Baidu,53880000000.0,150.49,🇨🇳 China,BIDU,358030433.9158748
348,EOG Resources,53680000000.0,91.76,🇺🇸 USA,EOG,585004359.1979076
349,Fortinet,53540000000.0,327.48,🇺🇸 USA,FTNT,163490900.20764625
350,Prudential,53310000000.0,38.45,🇬🇧 UK,PUK,1386475942.7828348
351,MetLife,53290000000.0,63.36,🇺🇸 USA,MET,841066919.1919192
352,Exelon Corporation,53200000000.0,54.38,🇺🇸 USA,EXC,978300845.8992276
353,Ørsted,53170000000.0,126.23,🇩🇰 Denmark,DOGEF,421215242.0185376
354,CIBC,53140000000.0,117.66,🇨🇦 Canada,CM,451640319.5648479
355,Foxconn,52870000000.0,3.81,🇹🇼 Taiwan,2317.TW,13876640419.947506
356,Kotak Mahindra Bank,52830000000.0,26.64,🇮🇳 India,KOTAKBANK.NS,1983108108.108108
357,CrowdStrike,52610000000.0,230.58,🇺🇸 USA,CRWD,228163760.9506462
358,Palo Alto Networks,52590000000.0,533.02,🇺🇸 USA,PANW,98664215.22644554
359,DSV,52570000000.0,222.87,🇩🇰 Denmark,DSV.VI,235877417.32848746
360,IDEXX Laboratories,52570000000.0,619.98,🇺🇸 USA,IDXX,84793057.8405755
361,Synopsys,52560000000.0,344.66,🇺🇸 USA,SNPS,152498114.08344454
362,Dollar General,52520000000.0,225.14,🇺🇸 USA,DG,233277072.04406148
363,TE Connectivity,52450000000.0,160.75,🇨🇭 Switzerland,TEL,326283048.2115086
364,Maersk,52420000000.0,2730.0,🇩🇰 Denmark,DP4A.F,19201465.2014652
365,Jiangsu Hengrui Medicine,52170000000.0,8.16,🇨🇳 China,600276.SS,6393382352.941176
366,Nintendo,52170000000.0,440.0,🇯🇵 Japan,NTDOF,118568181.81818181
367,Z Holdings,52150000000.0,6.87,🇯🇵 Japan,4689.T,7590975254.730713
368,MSCI,52130000000.0,632.34,🇺🇸 USA,MSCI,82439826.67552266
369,Align Technology,51820000000.0,657.26,🇺🇸 USA,ALGN,78842467.21236649
370,United Heavy Machinery,51810000000.0,61.2,🇷🇺 Russia,OMZZP.ME,846568627.4509803
371,Marriott International,51270000000.0,157.44,🇺🇸 USA,MAR,325647865.85365856
372,Roper Technologies,51220000000.0,485.64,🇺🇸 USA,ROP,105469071.74038383
373,IHS Markit,51140000000.0,128.23,🇬🇧 UK,INFO,398814629.96178746
374,Keurig Dr Pepper,50910000000.0,35.91,🇺🇸 USA,KDP,1417710944.0267336
375,Verbund AG,50770000000.0,96.18,🇦🇹 Austria,OEWA.F,527864420.8775213
376,Amphenol,50710000000.0,84.8,🇺🇸 USA,APH,597995283.018868
377,IQVIA,50670000000.0,265.27,🇺🇸 USA,IQV,191012930.22203794
378,Intesa Sanpaolo,50580000000.0,15.63,🇮🇹 Italy,ISNPY,3236084452.9750476
379,Kuaishou Technology,50570000000.0,12.16,🇨🇳 China,1024.HK,4158717105.263158
380,S.F. Express,50400000000.0,10.27,🇨🇳 China,002352.SZ,4907497565.725414
381,Unity Software,50350000000.0,176.07,🇺🇸 USA,U,285965809.0532175
382,Canadian Pacific Railway,50350000000.0,75.2,🇨🇦 Canada,CP,669547872.3404255
383,Cadence Design Systems,50320000000.0,181.58,🇺🇸 USA,CDNS,277123031.17083377
384,Bank of Communications,50190000000.0,0.6,🇨🇳 China,BKFCF,83650000000.0
385,ENI,50100000000.0,28.11,🇮🇹 Italy,E,1782283884.7385273
386,Canadian Natural Resources,50090000000.0,42.39,🇨🇦 Canada,CNQ,1181646614.767634
387,Carvana,50080000000.0,282.01,🇺🇸 USA,CVNA,177582355.23562995
388,Honda,49930000000.0,29.04,🇯🇵 Japan,HMC,1719352617.0798898
389,Naver,49780000000.0,333.51,🇰🇷 S. Korea,035420.KS,149260891.72738448
390,Murata Seisakusho,49490000000.0,76.9,🇯🇵 Japan,MRAAF,643563068.9206761
391,The Trade Desk,49380000000.0,102.74,🇺🇸 USA,TTD,480630718.31808454
392,Liberty Bancshares,49370000000.0,64.0,🇺🇸 USA,LBSI,771406250.0
393,Twilio,49060000000.0,275.13,🇺🇸 USA,TWLO,178315705.3029477
394,Anglo American,49030000000.0,32.82,🇬🇧 UK,AAM.SW,1493906154.7836685
395,Ambev,48960000000.0,3.05,🇧🇷 Brazil,ABEV,16052459016.393444
396,American International Group,48900000000.0,58.9,🇺🇸 USA,AIG,830220713.0730051
397,Vmware,48880000000.0,116.48,🇺🇸 USA,VMW,419642857.14285713
398,London Stock Exchange,48730000000.0,89.94,🇬🇧 UK,LS4C.F,541805648.2099178
399,Bank of New York Mellon,48730000000.0,59.01,🇺🇸 USA,BK,825792238.6036265
400,Wanhua Chemical,48570000000.0,15.47,🇨🇳 China,600309.SS,3139625080.8015513
401,Nordea Bank,48530000000.0,12.09,🇫🇮 Finland,NDA-FI.HE,4014061207.609595
402,National Grid,48320000000.0,66.65,🇬🇧 UK,NGG,724981245.3113278
403,Wesfarmers,48300000000.0,42.6,🇦🇺 Australia,WES.AX,1133802816.9014084
404,Activision Blizzard,48110000000.0,61.77,🇺🇸 USA,ATVI,778857050.3480654
405,Chipotle Mexican Grill,48060000000.0,1708.0,🇺🇸 USA,CMG,28138173.30210773
406,Enterprise Products,47980000000.0,21.99,🇺🇸 USA,EPD,2181900864.029104
407,Wipro,47800000000.0,8.75,🇮🇳 India,WIT,5462857142.857142
408,TC Energy,47750000000.0,48.56,🇨🇦 Canada,TRP,983319604.6128501
409,Lloyds Banking Group,47740000000.0,2.63,🇬🇧 UK,LYG,18152091254.752853
410,DocuSign,47730000000.0,242.65,🇺🇸 USA,DOCU,196703070.26581496
411,Samsung Biologics,47630000000.0,720.02,🇰🇷 S. Korea,207940.KS,66150940.25165968
412,Carrier,47540000000.0,54.87,🇺🇸 USA,CARR,866411518.1337708
413,Vertex Pharmaceuticals,47500000000.0,186.85,🇺🇸 USA,VRTX,254214610.65025422
414,Coupang,47500000000.0,27.42,🇰🇷 S. Korea,CPNG,1732312180.8898613
415,Muyuan Foods,47140000000.0,8.96,🇨🇳 China,002714.SZ,5261160714.285714
416,Monster Beverage,46890000000.0,88.62,🇺🇸 USA,MNST,529113067.02775896
417,Digital Realty,46850000000.0,165.11,🇺🇸 USA,DLR,283750227.12131304
418,Agilent Technologies,46850000000.0,154.78,🇺🇸 USA,A,302687685.7475126
419,T. Rowe Price,46830000000.0,208.37,🇺🇸 USA,TROW,224744444.97768393
420,BCE,46710000000.0,51.21,🇨🇦 Canada,BCE,912126537.7855887
421,Zscaler,46630000000.0,336.11,🇺🇸 USA,ZS,138734342.92344767
422,Spotify,46550000000.0,243.03,🇸🇪 Sweden,SPOT,191540139.07748014
423,LG Chem,46470000000.0,627.49,🇰🇷 S. Korea,051910.KS,74056957.08298141
424,Trane Technologies,46450000000.0,195.57,🇮🇪 Ireland,TT,237510865.67469448
425,Luxshare Precision,46380000000.0,6.58,🇨🇳 China,002475.SZ,7048632218.844985
426,Microchip Technology,46220000000.0,83.31,🇺🇸 USA,MCHP,554795342.6959548
427,Sumitomo Mitsui Financial Group,46190000000.0,6.74,🇯🇵 Japan,SMFG,6853115727.002967
428,Nornickel,46080000000.0,30.15,🇷🇺 Russia,NILSY,1528358208.955224
429,Aptiv,46060000000.0,170.3,🇮🇪 Ireland,APTV,270463887.2577804
430,STMicroelectronics,45950000000.0,49.84,🇨🇭 Switzerland,STM,921950240.7704654
431,Pioneer Natural Resources,45910000000.0,188.06,🇺🇸 USA,PXD,244124215.67584813
432,CITIC Securities,45850000000.0,3.79,🇨🇳 China,600030.SS,12097625329.815304
433,Southern Copper,45780000000.0,59.23,🇺🇸 USA,SCCO,772919128.8198549
434,Daiichi Sankyō,45740000000.0,26.35,🇯🇵 Japan,DSKYF,1735863377.609108
435,Kimberly-Clark,45720000000.0,135.79,🇺🇸 USA,KMB,336696369.3939171
436,EDF,45610000000.0,14.45,🇫🇷 France,ECIFF,3156401384.083045
437,Banco Santander Brasil,45470000000.0,6.09,🇧🇷 Brazil,BSBR,7466338259.441708
438,Cintas,45410000000.0,439.16,🇺🇸 USA,CTAS,103401949.17569906
439,Paychex,45240000000.0,125.47,🇺🇸 USA,PAYX,360564278.3135411
440,Kakao,45210000000.0,104.3,🇰🇷 S. Korea,035720.KS,433461169.7027804
441,Anta Sports,45090000000.0,16.57,🇨🇳 China,AS7.F,2721182860.59143
442,KKR & Co.,44850000000.0,76.68,🇺🇸 USA,KKR,584898278.5602503
443,eBay,44850000000.0,71.65,🇺🇸 USA,EBAY,625959525.4710398
444,Givaudan,44690000000.0,4840.0,🇨🇭 Switzerland,GIVN.SW,9233471.074380165
445,Constellation Brands,44510000000.0,237.06,🇺🇸 USA,STZ,187758373.40757614
446,Jardine Matheson,44490000000.0,60.1,🇭🇰 Hong Kong,JARLF,740266222.9617305
447,Centene,44360000000.0,76.03,🇺🇸 USA,CNC,583453899.776404
448,Barclays,44280000000.0,10.56,🇬🇧 UK,BCS,4193181818.181818
449,Newmont,44240000000.0,55.49,🇺🇸 USA,NEM,797260767.7058929
450,Veeva Systems,44240000000.0,288.42,🇺🇸 USA,VEEV,153387421.1219749
451,Bank Rakyat Indonesia,44130000000.0,0.27,🇮🇩 Indonesia,BYRA.F,163444444444.44443
452,Itōchū Shōji,44110000000.0,29.42,🇯🇵 Japan,ITOCF,1499320190.3467028
453,Partners Group,44050000000.0,1674.0,🇨🇭 Switzerland,PGHN.SW,26314217.443249702
454,SMC,44040000000.0,660.86,🇯🇵 Japan,SMECF,66640438.21686893
455,XPeng,44030000000.0,51.3,🇨🇳 China,XPEV,858284600.3898636
456,O'Reilly Automotive,43880000000.0,651.31,🇺🇸 USA,ORLY,67371911.99275307
457,Kraft Heinz,43840000000.0,35.82,🇺🇸 USA,KHC,1223897264.0982692
458,Takeda Pharmaceutical,43830000000.0,13.79,🇯🇵 Japan,TAK,3178390137.781001
459,Dow,43770000000.0,59.18,🇺🇸 USA,DOW,739607975.6674552
460,Schlumberger,43730000000.0,31.18,🇺🇸 USA,SLB,1402501603.5920463
