Rank,Name,Market Cap,Price,Country,Ticker,Shares
74,Lowe's Companies,173300000000.0,252.63,🇺🇸 USA,LOW,685983454.0632546
75,Shell,171240000000.0,21.89,🇳🇱 Netherlands,RYDAF,7822750114.2074
76,Nextera Energy,171110000000.0,87.21,🇺🇸 USA,NEE,1962045636.9682376
77,Prosus,170580000000.0,82.41,🇳🇱 Netherlands,PRX.VI,2069894430.2875865
78,Tata Consultancy Services,169770000000.0,45.9,🇮🇳 India,TCS.NS,3698692810.4575167
79,China Construction Bank,169110000000.0,13.25,🇨🇳 China,CICHY,12763018867.924528
80,Linde,167730000000.0,327.25,🇬🇧 UK,LIN,512543926.6615737
81,Sea (Garena),160610000000.0,289.59,🇸🇬 Singapore,SE,554611692.3926932
82,Union Pacific Corporation,158530000000.0,246.6,🇺🇸 USA,UNP,642862935.9286294
83,SAP,157760000000.0,133.66,🇩🇪 Germany,SAP,1180308244.8002393
84,Charles Schwab,157180000000.0,83.14,🇺🇸 USA,SCHW,1890546066.8751504
85,Agricultural Bank of China,157020000000.0,8.42,🇨🇳 China,ACGBY,18648456057.007126
86,Medtronic,154010000000.0,114.44,🇮🇪 Ireland,MDT,1345770709.542118
87,Keyence,153610000000.0,633.4,🇯🇵 Japan,KYCCF,242516577.20239976
88,Sony,151580000000.0,122.22,🇯🇵 Japan,SONY,1240222549.5009
89,Royal Bank Of Canada,148590000000.0,104.3,🇨🇦 Canada,RY,1424640460.21093
90,Honeywell,146090000000.0,212.21,🇺🇸 USA,HON,688421846.284341
91,Dior,145320000000.0,805.55,🇫🇷 France,CDI.PA,180398485.5067966
92,T-Mobile US,142990000000.0,114.48,🇺🇸 USA,TMUS,1249039133.4730957
93,BlackRock,141390000000.0,930.72,🇺🇸 USA,BLK,151914646.72511604
94,Jingdong Mall,140970000000.0,89.36,🇨🇳 China,JD,1577551477.1709938
95,BHP Group,140400000000.0,55.48,🇦🇺 Australia,BHP,2530641672.674838
96,Philip Morris,140160000000.0,90.03,🇺🇸 USA,PM,1556814395.2015994
97,Ping An Insurance,138790000000.0,14.55,🇨🇳 China,PNGAY,9538831615.120274
98,Toronto Dominion Bank,137620000000.0,75.62,🇨🇦 Canada,TD,1819888918.2755883
99,Siemens,136560000000.0,84.92,🇩🇪 Germany,SIEGY,1608101742.8167686
100,AIA,136210000000.00002,11.26,🇭🇰 Hong Kong,AAIGF,12096802841.918297
101,PetroChina,134860000000.00002,46.12,🇨🇳 China,PTR,2924111014.7441463
102,Applied Materials,134539999999.99998,149.01,🇺🇸 USA,AMAT,902892423.3272934
103,Wuliangye Yibin,134530000000.0,34.66,🇨🇳 China,000858.SZ,3881419503.7507215
104,Unilever,134300000000.00002,52.1,🇳🇱 Netherlands,UL,2577735124.760077
105,Starbucks,133699999999.99998,113.97,🇺🇸 USA,SBUX,1173115732.2102306
106,Citigroup,133500000000.0,67.28,🇺🇸 USA,C,1984244946.4922712
107,Goldman Sachs,133160000000.0,399.19,🇺🇸 USA,GS,333575490.3679952
108,BYD,133030000000.0,46.5,🇨🇳 China,002594.SZ,2860860215.0537634
109,American Express,132919999999.99998,171.61,🇺🇸 USA,AXP,774546937.824136
110,Raytheon Technologies,131400000000.0,87.19,🇺🇸 USA,RTX,1507053561.1882098
111,Bank of China,131220000000.0,0.37,🇨🇳 China,BACHF,354648648648.6487
112,ServiceNow,129210000000.00002,649.31,🇺🇸 USA,NOW,198995857.14065704
113,Volkswagen,129180000000.0,193.38,🇩🇪 Germany,VOW3.DE,668011169.7176543
114,HDFC Bank,128180000000.0,69.4,🇮🇳 India,HDB,1846974063.400576
115,TotalEnergies,128050000000.00002,48.59,🇫🇷 France,TTE,2635315908.6231737
116,Bristol-Myers Squibb,126090000000.0,56.81,🇺🇸 USA,BMY,2219503608.5196266
117,Estee Lauder,125690000000.0,349.21,🇺🇸 USA,EL,359926691.67549616
118,Boeing,123760000000.0,210.6,🇺🇸 USA,BA,587654320.9876543
119,China Mobile,123690000000.0,6.04,🇨🇳 China,0941.HK,20478476821.192055
120,Sanofi,123330000000.0,49.13,🇫🇷 France,SNY,2510278852.025239
121,CVS Health,122300000000.0,92.65,🇺🇸 USA,CVS,1320021586.6162977
122,Intuitive Surgical,121250000000.0,339.42,🇺🇸 USA,ISRG,357227034.3527193
123,American Tower,120900000000.0,265.48,🇺🇸 USA,AMT,455401536.8389332
124,Diageo,120800000000.0,207.27,🇬🇧 UK,DEO,582814686.1581511
125,HSBC,120770000000.0,29.61,🇬🇧 UK,HSBC,4078689631.881121
126,Charter Communications,120600000000.0,672.69,🇺🇸 USA,CHTR,179280203.3626187
127,Target,119630000000.0,248.76,🇺🇸 USA,TGT,480905290.2395884
128,Commonwealth Bank,116530000000.0,68.3,🇦🇺 Australia,CBA.AX,1706149341.1420205
129,Amgen,114880000000.0,203.97,🇺🇸 USA,AMGN,563220081.3845173
130,Airbnb,114300000000.0,179.89,🇺🇸 USA,ABNB,635388292.8456279
131,Prologis,114230000000.0,154.51,🇺🇸 USA,PLD,739304899.3592649
132,Deere & Company,114050000000.0,367.86,🇺🇸 USA,DE,310036426.9015386
133,General Electric,112260000000.0,102.23,🇺🇸 USA,GE,1098112100.1662917
134,Caterpillar,112010000000.0,207.07,🇺🇸 USA,CAT,540928188.535278
135,S&P Global,111710000000.0,463.53,🇺🇸 USA,SPGI,240998425.12890214
136,Moderna,110840000000.0,273.39,🇺🇸 USA,MRNA,405428142.94597465
137,Transurban,109780000000.0,10.0,🇦🇺 Australia,TCL.AX,10978000000.0
138,China Life Insurance,109220000000.0,8.76,🇨🇳 China,LFC,12468036529.680367
139,Inditex,108970000000.0,17.46,🇪🇸 Spain,IDEXY,6241122565.864834
140,Snowflake,106920000000.0,355.36,🇺🇸 USA,SNOW,300877982.89058983
141,Gazprom,106280000000.0,8.99,🇷🇺 Russia,OGZPY,11822024471.635149
142,Daimler,106070000000.0,99.16,🇩🇪 Germany,DAI.DE,1069685356.9987899
143,Merck KGaA,105990000000.0,243.8,🇩🇪 Germany,MRK.DE,434741591.4684167
144,Macquarie,105960000000.0,140.67,🇦🇺 Australia,MQG.AX,753252292.5997015
145,Blackstone Group,105920000000.0,148.23,🇺🇸 USA,BX,714565202.7254943
146,Zoetis,105580000000.0,223.17,🇺🇸 USA,ZTS,473092261.50468254
147,GlaxoSmithKline,104660000000.0,41.6,🇬🇧 UK,GSK,2515865384.6153846
148,IBM,104620000000.0,116.73,🇺🇸 USA,IBM,896256317.9988006
149,Recruit,103460000000.0,63.31,🇯🇵 Japan,RCRRF,1634181014.0578108
150,Rio Tinto,103220000000.0,63.75,🇬🇧 UK,RIO,1619137254.9019608
151,Anthem,103100000000.0,424.79,🇺🇸 USA,ANTM,242708161.67988887
152,CSL,102410000000.0,224.75,🇦🇺 Australia,CSL.AX,455661846.4961068
153,3M,102350000000.0,177.63,🇺🇸 USA,MMM,576197714.3500535
154,Anheuser-Busch Inbev,102270000000.0,58.7,🇧🇪 Belgium,BUD,1742248722.3168654
155,Pinduoduo,101960000000.0,81.36,🇨🇳 China,PDD,1253195673.549656
156,Rivian,101450000000.0,114.85,🇺🇸 USA,RIVN,883326077.4923815
157,Kering,100020000000.0,806.22,🇫🇷 France,KER.PA,124060430.15554066
158,Square,99470000000.0,215.65,🇺🇸 USA,SQ,461256665.8938094
159,Atlassian,99340000000.0,393.07,🇦🇺 Australia,TEAM,252728521.6373674
160,Nippon Telegraph & Telephone,99270000000.0,27.73,🇯🇵 Japan,NPPXF,3579877389.1092677
161,SoftBank,98990000000.0,57.77,🇯🇵 Japan,SFTBF,1713519127.5748658
162,Automatic Data Processing,98750000000.0,234.37,🇺🇸 USA,ADP,421342321.96953535
163,ConocoPhillips,98690000000.0,74.83,🇺🇸 USA,COP,1318856073.7672057
164,Airbus,98490000000.0,124.0,🇳🇱 Netherlands,EADSF,794274193.548387
165,Analog Devices,98060000000.0,182.47,🇺🇸 USA,ADI,537403408.7795254
166,Schneider Electric,97730000000.0,174.31,🇫🇷 France,SBGSF,560667775.8017325
167,Micron Technology,96430000000.0,86.21,🇺🇸 USA,MU,1118547732.281638
168,Stryker Corporation,96250000000.0,255.15,🇺🇸 USA,SYK,377229080.9327846
169,SABIC,95480000000.0,31.83,🇸🇦 S. Arabia,2010.SR,2999685830.977066
170,Infosys,95460000000.0,22.61,🇮🇳 India,INFY,4222025652.36621
171,Booking.com,95380000000.0,2323.0,🇺🇸 USA,BKNG,41058975.46276367
172,Lockheed Martin,94750000000.0,343.58,🇺🇸 USA,LMT,275772745.79428375
173,Deutsche Telekom,94260000000.0,18.9,🇩🇪 Germany,DTE.DE,4987301587.301588
174,Al Rajhi Bank,94220000000.0,37.69,🇸🇦 S. Arabia,1120.SR,2499867338.8166623
175,Allianz,94100000000.0,227.71,🇩🇪 Germany,ALIZF,413244916.78011507
176,EssilorLuxottica,93290000000.0,212.49,🇫🇷 France,ESLOF,439032425.0552967
177,Lam Research,93030000000.0,660.79,🇺🇸 USA,LRCX,140786028.84426218
178,Brookfield Asset Management,92710000000.0,59.12,🇨🇦 Canada,BAM,1568166441.1366713
179,Canadian National Railway,92500000000.0,130.97,🇨🇦 Canada,CNI,706268611.1323204
180,Sberbank,91980000000.0,17.1,🇷🇺 Russia,SBRCY,5378947368.421052
181,BP,91500000000.0,27.65,🇬🇧 UK,BP,3309222423.146474
182,General Motors,90290000000.0,62.19,🇺🇸 USA,GM,1451841132.0147934
183,U.S. Bancorp,88730000000.0,59.84,🇺🇸 USA,USB,1482787433.15508
184,PNC Financial Services,88170000000.0,208.63,🇺🇸 USA,PNC,422614197.3829267
185,Gilead Sciences,87890000000.0,70.07,🇺🇸 USA,GILD,1254317111.4599688
186,Lucid Motors,86540000000.0,52.57,🇺🇸 USA,LCID,1646186037.664067
187,Sherwin-Williams,86000000000.0,328.02,🇺🇸 USA,SHW,262179135.41857204
188,TJX Companies,85950000000.0,71.48,🇺🇸 USA,TJX,1202434247.3419137
189,Marsh & McLennan Companies,85720000000.0,169.78,🇺🇸 USA,MMC,504888679.4675462
190,Mondelez,85530000000.0,61.32,🇺🇸 USA,MDLZ,1394814090.0195694
191,Compagnie Financière Richemont,85270000000.0,150.76,🇨🇭 Switzerland,CFR.SW,565600955.1605201
192,Tokyo Electron,83950000000.0,539.73,🇯🇵 Japan,TOELF,155540733.32962778
193,Truist Financial,83950000000.0,62.89,🇺🇸 USA,TFC,1334870408.650024
194,Equinor,83870000000.0,25.71,🇳🇴 Norway,EQNR,3262154803.578374
195,Siemens Healthineers,82440000000.0,73.15,🇩🇪 Germany,SEMHF,1126999316.4730005
196,CME Group,82280000000.0,228.94,🇺🇸 USA,CME,359395474.79689
197,Chubb,82020000000.0,190.42,🇨🇭 Switzerland,CB,430732065.95945805
198,BNP Paribas,81870000000.0,65.12,🇫🇷 France,BNPQF,1257217444.7174447
199,Coinbase,81810000000.0,312.38,🇺🇸 USA,COIN,261892566.74563032
200,Uber,81640000000.0,42.08,🇺🇸 USA,UBER,1940114068.4410648
201,Adyen,81540000000.0,2675.0,🇳🇱 Netherlands,ADYYF,30482242.990654204
202,Altria Group,80970000000.0,44.08,🇺🇸 USA,MO,1836887477.3139746
203,Ford,80920000000.0,20.25,🇺🇸 USA,F,3996049382.716049
204,Enbridge,80880000000.0,39.9,🇨🇦 Canada,ENB,2027067669.1729324
205,Crown Castle,80670000000.0,186.66,🇺🇸 USA,CCI,432176149.1481839
206,Enel,80500000000.0,7.85,🇮🇹 Italy,ENLAY,10254777070.063694
207,CSX Corporation,80400000000.0,36.25,🇺🇸 USA,CSX,2217931034.4827585
208,Air Liquide,80250000000.0,169.82,🇫🇷 France,AI.PA,472559180.30856204
209,Snap,79940000000.0,49.66,🇺🇸 USA,SNAP,1609746274.6677408
210,Scotiabank,79880000000.0,65.74,🇨🇦 Canada,BNS,1215089747.4901125
211,British American Tobacco,79370000000.0,34.59,🇬🇧 UK,BTI,2294593813.240821
212,Duke Energy,77070000000.0,100.18,🇺🇸 USA,DUK,769315232.5813535
213,Deutsche Post,76910000000.0,62.08,🇩🇪 Germany,DPW.DE,1238885309.2783506
214,Dassault Systèmes,76600000000.0,58.73,🇫🇷 France,DASTF,1304273795.334582
215,NetEase,76250000000.0,113.65,🇨🇳 China,NTES,670919489.6612406
216,National Commercial Bank,76020000000.0,17.14,🇸🇦 S. Arabia,1180.SR,4435239206.534422
217,Atlas Copco,75970000000.0,62.34,🇸🇪 Sweden,ATLKY,1218639717.6772537
218,Illinois Tool Works,75880000000.0,241.76,🇺🇸 USA,ITW,313864990.0727995
219,Foshan Haitian Flavouring and Food,75820000000.0,18.0,🇨🇳 China,603288.SS,4212222222.2222223
220,Midea,75430000000.0,10.8,🇨🇳 China,000333.SZ,6984259259.259259
221,Rosneft,74600000000.0,7.85,🇷🇺 Russia,ROSN.VI,9503184713.375797
222,HCA Healthcare,74590000000.0,239.85,🇺🇸 USA,HCA,310986032.93725246
223,Intercontinental Exchange,74520000000.0,132.27,🇺🇸 USA,ICE,563393059.6507144
224,Investor AB,74420000000.0,24.44,🇸🇪 Sweden,IVS.F,3045008183.3060555
225,Hong Kong Exchanges & Clearing,74250000000.0,58.57,🇭🇰 Hong Kong,HKXCF,1267713846.6791873
226,Sinopec,74230000000.0,47.72,🇨🇳 China,SNP,1555532271.5842414
227,BioNTech,73900000000.0,304.76,🇩🇪 Germany,BNTX,242485890.53681585
228,Hindustan Unilever,73520000000.0,31.27,🇮🇳 India,HINDUNILVR.NS,2351135273.425008
229,LONGi Green Energy Technology,73450000000.0,13.57,🇨🇳 China,601012.SS,5412675018.422992
230,Moody's,72960000000.0,392.51,🇺🇸 USA,MCO,185880614.50663677
231,Postal Savings Bank of China,72700000000.0,0.81,🇨🇳 China,601658.SS,89753086419.75308
232,Roblox,71900000000.0,124.23,🇺🇸 USA,RBLX,578765193.59253
233,Mitsubishi UFJ Financial,71830000000.0,5.58,🇯🇵 Japan,MUFG,12872759856.630825
234,Equinix,71810000000.0,797.59,🇺🇸 USA,EQIX,90033726.60138668
235,Bank of Montreal,71750000000.0,110.71,🇨🇦 Canada,BMO,648089603.4685214
236,Edwards Lifesciences,71480000000.0,114.49,🇺🇸 USA,EW,624334002.9696918
237,Shin-Etsu Chemical,71190000000.0,171.4,🇯🇵 Japan,SHECF,415344224.03733957
238,Iberdrola,71110000000.0,11.31,🇪🇸 Spain,IBDSF,6287356321.83908
239,ICICI Bank,70860000000.0,19.79,🇮🇳 India,IBN,3580596260.7377467
240,ABB,70260000000.0,35.17,🇨🇭 Switzerland,ABB,1997725334.091555
241,Great Wall Motors,70250000000.0,9.2,🇨🇳 China,601633.SS,7635869565.217392
242,Becton Dickinson,70200000000.0,244.46,🇺🇸 USA,BDX,287163544.13810027
243,Cigna,69790000000.0,210.58,🇺🇸 USA,CI,331417988.4129547
244,Regeneron Pharmaceuticals,69700000000.0,648.18,🇺🇸 USA,REGN,107531858.43438552
245,China Yangtze Power,69570000000.0,3.06,🇨🇳 China,600900.SS,22735294117.647057
246,Workday,69470000000.0,277.88,🇺🇸 USA,WDAY,250000000.0
247,Mindray,69360000000.0,57.06,🇨🇳 China,300760.SZ,1215562565.7202945
248,Waste Management,69320000000.0,165.72,🇺🇸 USA,WM,418295920.8303162
249,Hikvision,69310000000.0,7.42,🇨🇳 China,002415.SZ,9340970350.404312
250,AXA,68580000000.0,28.66,🇫🇷 France,AXAHY,2392882065.5966506
251,Petrobras,68349999999.99999,10.48,🇧🇷 Brazil,PBR,6521946564.885495
252,Eaton,68140000000.0,170.95,🇮🇪 Ireland,ETN,398596080.7253583
253,Norfolk Southern,67590000000.0,277.78,🇺🇸 USA,NSC,243322053.42357263
254,Nidec,67450000000.0,115.31,🇯🇵 Japan,NNDNF,584944931.0554159
255,Nongfu Spring,67360000000.0,5.99,🇨🇳 China,9633.HK,11245409015.025042
256,Housing Development Finance Corporation,67200000000.0,37.14,🇮🇳 India,HDFC.NS,1809369951.5347333
257,KDDI,67190000000.0,29.56,🇯🇵 Japan,KDDIF,2273004059.539919
258,SK Hynix,67050000000.0,97.52,🇰🇷 S. Korea,000660.KS,687551271.5340444
259,Fidelity National Information Services,66890000000.0,109.86,🇺🇸 USA,FIS,608865829.237211
260,Southern Company,66870000000.00001,63.1,🇺🇸 USA,SO,1059746434.2313789
261,Glencore,66430000000.00001,5.02,🇨🇭 Switzerland,GLCNF,13233067729.083668
262,BMW,66410000000.0,102.24,🇩🇪 Germany,BMW.DE,649550078.2472614
263,Novatek,66349999999.99999,221.02,🇷🇺 Russia,NVTK.VI,300199077.0066057
264,Capital One,66330000000.0,155.86,🇺🇸 USA,COF,425574233.28628254
265,Ecolab,66290000000.00001,231.35,🇺🇸 USA,ECL,286535552.193646
266,Naspers,66019999999.99999,32.05,🇿🇦 South Africa,NPSNY,2059906396.25585
267,Ferrari,66000000000.0,268.33,🇮🇹 Italy,RACE,245965788.3948869
268,Air Products and Chemicals,65950000000.0,297.84,🇺🇸 USA,APD,221427612.14074674
269,NIO,65879999999.99999,41.42,🇨🇳 China,NIO,1590535972.9599226
270,Aon,65810000000.0,298.72,🇬🇧 UK,AON,220306641.67113012
271,Fiserv,65560000000.0,99.31,🇺🇸 USA,FISV,660155069.9828819
272,Colgate-Palmolive,65530000000.0,77.76,🇺🇸 USA,CL,842721193.4156379
273,Fast Retailing,65440000000.0,641.0,🇯🇵 Japan,FRCOF,102090483.61934477
274,National Australia Bank,65269999999.99999,19.92,🇦🇺 Australia,NAB.AX,3276606425.702811
275,FedEx,64700000000.0,243.57,🇺🇸 USA,FDX,265632056.49299997
276,China Tourism Group Duty Free,64569999999.99999,33.07,🇨🇳 China,601888.SS,1952524947.081947
277,WuXi AppTec,64310000000.0,21.68,🇨🇳 China,2359.HK,2966328413.284133
278,MercadoLibre,64230000000.00001,1273.0,Argentina,MELI,50455616.65357424
279,BASF,63920000000.0,69.3,🇩🇪 Germany,BFFAF,922366522.3665224
280,Cloudflare,63500000000.0,197.39,🇺🇸 USA,NET,321698161.0010639
281,Vale,63490000000.0,12.71,🇧🇷 Brazil,VALE,4995279307.631785
282,DoorDash,63440000000.0,184.93,🇺🇸 USA,DASH,343048721.1377278
283,Bank Central Asia,63400000000.0,0.51,🇮🇩 Indonesia,BBCA.JK,124313725490.19608
284,Zurich Insurance Group,63000000000.0,424.25,🇨🇭 Switzerland,ZURN.SW,148497348.2616382
285,KLA,62660000000.0,413.3,🇺🇸 USA,KLAC,151609000.72586498
286,Pernod Ricard,62070000000.0,238.97,🇫🇷 France,RI.PA,259739716.28237855
287,Daikin,62040000000.0,21.2,🇯🇵 Japan,DKILY,2926415094.339623
288,Zoom,61890000000.0,208.3,🇺🇸 USA,ZM,297119539.12626016
289,lululemon athletica,61810000000.0,457.86,🇨🇦 Canada,LULU,134997597.51889223
290,Xiaomi,61670000000.0,2.51,🇨🇳 China,XIACF,24569721115.53785
291,Heineken,61510000000.0,106.85,🇳🇱 Netherlands,HEIA.AS,575666822.6485728
292,Hitachi,61160000000.0,63.24,🇯🇵 Japan,HTHIF,967109424.4149272
293,UBS,60970000000.0,17.67,🇨🇭 Switzerland,UBS,3450481041.3129597
294,DBS,60910000000.0,23.68,🇸🇬 Singapore,DBSDF,2572212837.8378377
295,Marvell Technology Group,60830000000.0,73.86,🇺🇸 USA,MRVL,823585161.1156242
296,Dominion Energy,60660000000.0,74.9,🇺🇸 USA,D,809879839.7863817
297,RELX,60620000000.0,31.27,🇬🇧 UK,RELX,1938599296.4502718
298,Infineon,60310000000.0,46.35,🇩🇪 Germany,IFX.DE,1301186623.5167205
299,Lonza,59840000000.0,767.9,🇨🇭 Switzerland,LONN.SW,77926813.3871598
300,Walmex,59360000000.0,3.4,🇲🇽 Mexico,WMMVF,17458823529.411766
301,Adidas,59350000000.0,304.3,🇩🇪 Germany,ADDDF,195037791.65297404
302,Lukoil,59350000000.0,90.7,🇷🇺 Russia,LUKOY,654355016.5380374
303,Thomson Reuters,59320000000.0,121.84,🇨🇦 Canada,TRI,486868023.63755745
304,China Shenhua Energy,59280000000.0,8.58,🇨🇳 China,CSUAY,6909090909.090909
305,Reckitt Benckiser,59240000000.0,82.25,🇬🇧 UK,RBGPF,720243161.0942249
306,Industrial Bank,59130000000.0,2.85,🇨🇳 China,601166.SS,20747368421.05263
307,Denso,58970000000.0,75.26,🇯🇵 Japan,DNZOF,783550358.7563114
308,Stellantis,58820000000.0,18.78,🇳🇱 Netherlands,STLA,3132055378.0617676
309,NXP Semiconductors,58770000000.0,221.03,🇳🇱 Netherlands,NXPI,265891507.9400986
310,Public Storage,58750000000.0,335.05,🇺🇸 USA,PSA,175346963.13982987
311,Vinci,58750000000.0,102.96,🇫🇷 France,DG.PA,570609945.6099457
312,Bharti Airtel,58690000000.0,9.98,🇮🇳 India,BHARTIARTL.NS,5880761523.046092
313,United Heavy Machinery,58290000000.0,68.86,🇷🇺 Russia,OMZZP.ME,846500145.2221899
314,Santander,58280000000.0,3.4,🇪🇸 Spain,SAN,17141176470.588236
315,Hoya,58270000000.0,159.31,🇯🇵 Japan,HYB.F,365764860.9629025
316,DexCom,58010000000.0,598.58,🇺🇸 USA,DXCM,96912693.37431921
317,Boston Scientific,57990000000.0,40.7,🇺🇸 USA,BSX,1424815724.8157246
318,Westpac Banking,57690000000.0,15.66,🇦🇺 Australia,WBK,3683908045.9770117
319,MediaTek,57500000000.0,36.15,🇹🇼 Taiwan,2454.TW,1590594744.121715
